student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
s07604,science,take style.,2025-02-16,done,c,yes
s02893,science,not country admit.,2024-12-21,not done,c,yes
s02150,history,reason very hand.,2024-10-15,pending,c-,no
s02506,math,strong everything.,2025-02-27,done,b-,no
s00288,history,season account nor.,2024-12-13,not done,f,yes
s06946,math,kind rate.,2024-12-30,done,f,yes
s05567,science,less building now.,2024-12-09,not done,b-,no
s09508,science,share stay.,2025-03-04,not done,d,no
s11844,math,year benefit purpose.,2025-02-14,done,b-,no
s02467,math,check authority american.,2024-12-09,not done,b-,yes
s02285,science,kind lead dinner evidence.,2024-10-25,done,b-,no
s09873,geography,property worry occur.,2025-01-10,done,a+,no
s07113,history,store high responsibility nature.,2025-01-07,done,c-,yes
s11814,science,want finish.,2025-02-24,done,b-,yes
s02760,math,clear position reason trip.,2024-12-22,done,a,yes
s10014,math,game blood.,2024-10-22,pending,a,unknown
s05878,english,finally.,2024-10-15,done,b-,yes
s02050,science,usually medical.,2024-12-09,not done,c-,no
s00463,science,available good process.,2025-03-01,pending,d,unknown
s07460,math,space apply tell.,2024-10-01,pending,a,no
s07045,english,just upon.,2025-03-05,not done,c,unknown
s10454,english,simple happy.,2024-11-03,pending,b,yes
s02664,science,participant far.,2025-01-27,not done,c-,yes
s09073,geography,officer bed.,2025-02-26,pending,a,yes
s04750,arabic,including fund.,2024-11-11,done,f,yes
s00796,arabic,rather table.,2024-11-01,pending,c,unknown
s11144,history,those name.,2024-10-28,not done,f,unknown
s07792,science,health sea.,2024-12-09,done,b-,yes
s05793,arabic,democrat movie reality bad.,2024-12-13,not done,c,yes
s02711,arabic,listen agree find.,2025-01-02,done,d,no
s06019,math,region game win.,2024-10-12,done,d,unknown
s06355,english,discuss across.,2024-10-03,not done,a,yes
s05008,history,suggest ready.,2024-09-17,done,c,unknown
s00542,geography,big store.,2024-12-08,pending,c,unknown
s04109,science,red education.,2025-02-01,done,d,unknown
s01054,history,treat task husband.,2025-01-25,pending,c-,unknown
s03764,science,grow difference.,2024-12-03,pending,f,unknown
s09778,math,series approach author.,2024-11-21,done,b-,yes
s03949,math,lawyer wear success.,2025-02-24,done,b-,unknown
s01384,history,military whom.,2024-09-30,pending,c-,unknown
s03751,history,task third design.,2024-12-09,not done,b,no
s12016,history,clearly trade.,2024-12-09,not done,c-,no
s05573,history,wrong truth.,2024-12-25,not done,a,yes
s11588,math,its adult.,2024-12-13,done,a+,no
s06035,science,relationship truth.,2024-12-09,done,a,no
s11007,math,statement.,2024-12-05,not done,c,unknown
s03878,english,investment kind exist.,2025-01-31,done,c,unknown
s10017,math,wall president.,2024-12-09,done,c-,unknown
s00941,english,job various.,2024-09-20,done,b,yes
s06818,history,laugh yeah.,2024-12-29,pending,f,yes
s01179,geography,bad mind.,2024-12-16,done,d,unknown
s05336,geography,choice teacher.,2024-11-12,not done,b-,unknown
s08366,math,he.,2024-12-09,done,f,unknown
s11346,math,minute case.,2024-09-25,not done,a,no
s08730,english,mention.,2024-09-21,not done,b,yes
s04280,arabic,responsibility.,2024-12-09,done,d,unknown
s10764,geography,water.,2024-12-01,pending,a+,unknown
s04104,english,prepare free party hotel.,2025-02-16,pending,a,yes
s11837,history,body road.,2024-09-27,pending,c,no
s05846,arabic,wide work forward.,2024-12-09,not done,a,no
s01135,math,opportunity sure.,2024-11-03,not done,c,unknown
s11724,arabic,time our.,2024-09-25,not done,b-,no
s10534,arabic,top really material radio.,2024-11-01,pending,d,unknown
s08342,science,fire ten show republican.,2024-11-26,done,b-,unknown
s00635,history,dinner air.,2025-03-09,not done,c,unknown
s04073,geography,it never call.,2024-10-30,done,d,yes
s07214,geography,stock push.,2025-03-05,done,d,unknown
s05104,arabic,course carry.,2024-11-02,pending,c,yes
s11098,english,most detail.,2024-10-12,done,c-,unknown
s08616,history,natural.,2025-02-08,done,b,yes
s10524,arabic,watch right open republican.,2024-11-12,pending,c,no
s00634,science,air beyond.,2024-11-16,not done,b,yes
s09880,math,mrs up.,2025-02-26,not done,a+,no
s12109,math,threat current.,2025-01-12,done,c-,no
s06070,english,parent whom.,2025-02-01,not done,a+,no
s02097,arabic,that best policy.,2024-12-06,pending,b-,no
s10306,math,reflect benefit candidate start.,2025-02-12,pending,a,no
s07069,arabic,their break decision.,2024-10-27,not done,d,no
s05705,geography,born.,2024-10-25,done,a,no
s03947,english,discuss pass western strong.,2025-02-14,done,d,no
s03458,arabic,material life skill.,2024-11-08,done,b,no
s02116,english,include decide.,2024-11-28,not done,c-,yes
s03759,english,land technology finally peace.,2025-02-23,not done,b-,no
s06669,science,ability me.,2025-02-05,done,f,unknown
s03815,math,several.,2024-10-22,not done,a+,unknown
s04889,arabic,yet sometimes attack.,2025-01-09,not done,a,no
s11335,english,role.,2025-03-02,done,c-,no
s08391,english,machine choose.,2024-12-09,done,b-,unknown
s11752,english,pm property national senior.,2024-12-09,pending,c,yes
s12084,history,fall budget might.,2024-11-09,not done,c-,unknown
s00794,history,leave machine.,2024-11-22,not done,a,no
s07428,english,professional or sound.,2024-09-09,not done,d,no
s04232,arabic,perhaps spend system.,2024-09-13,done,b-,yes
s05712,history,you front wife hear.,2024-11-02,not done,a+,yes
s02370,english,receive top fall.,2025-03-04,done,a+,yes
s01534,geography,service present measure.,2024-12-15,done,d,yes
s05336,english,picture agreement bank.,2025-02-17,not done,f,no
s09740,english,meeting pull.,2025-01-05,not done,d,no
s10696,science,kind.,2024-12-03,not done,c,unknown
s05340,geography,interview.,2025-02-27,not done,c-,unknown
s06660,science,these itself morning.,2025-02-04,done,c-,no
s10470,science,fund other.,2024-12-09,done,a+,no
s02004,english,performance our.,2024-12-09,done,c,yes
s10344,science,according must guy.,2024-12-03,done,c,unknown
s00731,math,weight notice your.,2024-10-28,done,d,unknown
s07658,geography,sell put.,2024-12-09,done,a+,yes
s10563,science,tend car.,2024-10-17,not done,f,unknown
s03990,english,include.,2024-10-14,not done,a+,yes
s02264,english,show that wait.,2025-01-04,done,c,yes
s12011,science,plan doctor.,2025-02-01,done,b,yes
s07668,geography,loss might pick.,2024-12-09,not done,c,yes
s09016,geography,quickly him wife turn.,2024-11-21,not done,b,yes
s08417,history,evening easy avoid.,2024-12-15,done,a+,yes
s00338,arabic,believe not job.,2025-02-23,done,f,unknown
s00595,science,stage group all.,2024-12-09,not done,c,unknown
s00064,arabic,never laugh get.,2024-10-25,not done,c,yes
s00320,arabic,evidence send there.,2024-12-09,pending,c,no
s07556,science,option direction participant.,2025-01-06,done,c-,unknown
s08566,english,with little.,2024-09-25,not done,c-,yes
s11818,science,military because.,2024-11-26,not done,b,yes
s10558,english,level guy.,2025-02-17,done,a+,yes
s08497,math,protect often statement.,2025-02-09,pending,b,unknown
s09170,english,cause they.,2024-10-14,not done,c-,no
s03076,geography,painting know.,2024-11-14,not done,a+,no
s12044,math,much hotel away.,2024-11-17,pending,a,unknown
s04890,history,evening.,2024-12-09,done,a,unknown
s03704,english,note necessary.,2024-12-09,pending,b-,unknown
s10102,geography,office model top.,2024-09-14,pending,a,no
s06966,geography,mind life.,2024-12-09,not done,c,yes
s04357,arabic,place cost lay.,2024-09-23,done,c,unknown
s07067,math,thousand these.,2024-12-09,done,c,unknown
s04399,math,choice take who.,2025-02-04,done,a,yes
s11670,history,structure guess respond.,2024-12-20,pending,a+,yes
s11993,history,position specific.,2024-11-29,not done,a,no
s07147,geography,threat authority institution.,2024-09-16,done,b-,no
s00020,history,republican guess him.,2024-12-09,done,c-,unknown
s08519,english,might other.,2025-01-15,pending,d,unknown
s07035,science,tonight follow well.,2025-01-09,not done,c,no
s10364,geography,student certain charge.,2024-12-28,done,d,no
s06872,science,west rest level central.,2024-10-10,done,d,no
s10495,math,return book.,2025-03-07,done,b-,yes
s10760,math,point.,2024-11-07,pending,a,no
s00685,history,charge what understand.,2024-10-08,not done,b-,unknown
s01963,math,then color.,2024-12-09,done,d,no
s06432,math,hotel whether.,2024-12-09,pending,c-,no
s08483,science,your able reason.,2025-01-15,not done,b,yes
s07010,science,any interest program.,2024-12-09,not done,c-,yes
s10363,math,those role.,2024-12-15,done,b,yes
s11883,history,capital full meet.,2024-09-26,not done,b-,no
s05690,english,family event seem.,2025-02-07,pending,b,yes
s04317,english,agent cultural wife.,2024-12-09,not done,b,unknown
s03038,science,bar finally evening.,2024-10-06,not done,a+,no
s02072,science,student federal.,2024-12-20,not done,d,unknown
s11022,history,week.,2024-12-09,not done,d,no
s11404,history,real after.,2025-02-15,not done,c,no
s06498,english,specific.,2024-10-31,done,b,no
s07006,english,why water through.,2025-02-02,done,a+,no
s01137,arabic,eight shake area.,2025-02-18,done,b,unknown
s07675,geography,who surface inside.,2024-10-22,pending,a,yes
s11441,arabic,away evening.,2024-11-09,not done,c-,no
s00465,math,bed might a.,2024-12-09,pending,a+,yes
s10999,arabic,yard beautiful try.,2024-09-12,done,c-,unknown
s04711,science,street safe.,2024-11-30,done,a+,yes
s11112,arabic,size practice.,2025-02-01,done,b-,unknown
s04802,science,majority wish.,2025-02-26,not done,a,yes
s02431,science,agree before.,2024-10-04,done,d,no
s08163,history,notice stand particular site.,2024-10-31,done,c-,unknown
s06609,science,course read.,2024-12-09,pending,d,yes
s11812,science,use program nothing.,2025-01-09,not done,d,no
s00597,history,my himself eat citizen.,2024-12-08,not done,f,unknown
s07399,geography,owner.,2025-02-14,done,c-,unknown
s01490,english,company sense ability.,2024-12-09,done,c-,no
s08430,english,mind prepare.,2024-12-27,pending,d,yes
s11449,math,young again gas.,2024-09-13,done,c-,yes
s09815,arabic,someone national.,2025-01-11,done,b,unknown
s09358,english,computer hot maybe.,2024-12-31,done,f,yes
s08514,history,responsibility theory how.,2024-09-15,not done,c,unknown
s10890,history,force gun.,2024-12-09,done,c,unknown
s01167,arabic,big put.,2024-10-07,done,b-,no
s09433,history,these late who.,2024-09-28,done,a+,unknown
s08744,geography,minute on.,2024-12-09,done,a+,yes
s02430,science,be parent main.,2024-12-18,pending,b,yes
s10547,history,draw medical.,2024-12-03,not done,a,no
s06935,geography,they large.,2025-02-22,done,f,no
s08623,arabic,find enter check.,2025-01-25,not done,d,yes
s02174,geography,imagine both bill agency.,2024-09-15,done,f,no
s01027,geography,possible man determine.,2025-02-08,not done,a,no
s10567,arabic,build material.,2024-11-04,pending,c,no
s03082,science,anything may.,2025-02-22,not done,b,yes
s08966,history,order threat field activity.,2024-11-20,done,c,no
s01890,arabic,political thank certain.,2024-11-09,done,a,no
s09404,arabic,figure.,2025-03-03,not done,c-,yes
s03435,math,enter certain structure nothing.,2025-01-06,done,c,yes
s08333,arabic,show the.,2024-12-17,done,b,yes
s00861,math,move though job international.,2025-01-21,done,c-,unknown
s00071,math,few room want.,2024-11-08,done,d,yes
s02867,geography,though expect.,2024-12-09,not done,b-,yes
s01000,english,those carry.,2024-10-02,done,b,unknown
s10106,english,build newspaper eat.,2025-01-31,not done,b,yes
s01623,arabic,control brother sit.,2024-10-13,not done,f,yes
s07541,math,above simple.,2025-02-06,done,c-,yes
s07443,history,bar contain authority.,2024-09-10,pending,b,yes
s06900,science,value price remain.,2025-01-27,not done,d,no
s07151,math,might.,2025-01-28,not done,a+,yes
s09779,arabic,carry black smile.,2025-01-16,done,c-,unknown
s01541,math,our wait.,2024-12-09,not done,b,no
s01424,science,now field three know.,2025-03-07,pending,c,no
s09440,history,they effect threat.,2024-12-09,not done,c,no
s03063,science,security position.,2024-12-09,done,f,yes
s11112,math,range plan foreign prevent.,2024-09-24,not done,c,yes
s02545,arabic,part dream test.,2024-09-15,done,c-,unknown
s00891,history,season hour.,2025-01-03,done,f,yes
s04401,geography,wall position occur admit.,2024-12-10,done,b-,unknown
s04621,math,heavy possible.,2024-11-19,not done,d,yes
s05508,geography,word exactly impact.,2025-02-09,done,a+,no
s00696,geography,here heavy save.,2025-01-24,done,a,yes
s05877,geography,attorney voice animal.,2024-12-09,done,b-,unknown
s10544,history,newspaper own.,2025-01-13,pending,f,no
s10947,math,role do check.,2025-01-06,not done,d,unknown
s11774,history,though national girl.,2024-11-08,done,c-,yes
s04969,english,run participant far never.,2024-10-08,done,d,unknown
s10560,arabic,build control away.,2024-12-09,not done,a+,unknown
s11316,arabic,stock chair turn.,2024-12-09,not done,a+,no
s00320,history,during baby second.,2024-12-17,done,a+,no
s11954,history,lead such.,2024-12-09,done,a,yes
s11639,history,everyone help require.,2024-12-09,done,c,unknown
s07286,arabic,thought whom section.,2025-01-13,not done,a+,yes
s08602,science,similar congress.,2024-09-23,not done,c-,yes
s00761,arabic,now plant.,2025-01-31,not done,c-,no
s05214,history,few job.,2024-11-18,done,a+,yes
s09087,history,enter seem issue.,2024-09-26,not done,d,unknown
s05814,english,visit five.,2024-12-09,done,a+,no
s00927,geography,thing particularly mrs.,2024-09-18,pending,d,yes
s01528,science,film yard ready.,2024-12-09,not done,b-,no
s03752,arabic,once guy.,2024-10-06,done,b-,unknown
s02586,science,next letter item.,2025-02-01,done,c,no
s09024,english,ask east.,2024-10-05,done,a+,no
s00352,geography,small win.,2024-12-09,done,a,unknown
s07265,english,change decide peace.,2025-01-22,done,b-,no
s06786,math,low force of himself.,2024-09-16,not done,b-,unknown
s07201,math,anyone.,2024-11-16,pending,c-,no
s00242,science,raise take.,2024-12-09,done,d,yes
s10869,geography,enter magazine yet herself.,2024-11-17,done,a,no
s07112,geography,manager without together.,2024-11-17,done,b,unknown
s06316,history,where then.,2024-10-30,done,f,unknown
s00470,math,south television.,2025-02-17,not done,d,yes
s01938,arabic,true deal position.,2024-12-09,not done,a,yes
s11934,geography,cold suggest.,2024-12-09,pending,d,unknown
s10375,arabic,style something almost security.,2025-01-10,pending,a+,no
s10892,english,term about.,2025-01-09,done,b-,yes
s11035,arabic,feel site.,2024-09-20,pending,a,yes
s08855,math,game line blood.,2024-12-09,done,c,unknown
s09070,science,over option story painting.,2024-12-17,not done,c,unknown
s08328,geography,government such.,2025-02-05,done,a,unknown
s12135,geography,miss him reflect.,2024-10-13,not done,b,unknown
s02339,arabic,course certain trip.,2024-11-02,not done,b-,no
s03186,history,himself hot good.,2025-03-09,done,c,unknown
s01123,history,station break hit.,2025-01-04,done,d,no
s10259,math,figure recognize which.,2024-12-09,pending,d,no
s04755,history,prepare ground sing.,2024-10-12,done,c,yes
s10872,math,question wall.,2024-12-25,pending,b,no
s11597,math,specific political.,2025-02-03,done,f,yes
s04921,history,treat subject.,2025-02-20,done,a+,no
s11171,english,help war.,2024-09-10,done,b-,yes
s00183,science,region.,2024-12-30,not done,b,yes
s11986,math,other marriage.,2024-12-09,pending,a,no
s06921,english,question capital nearly.,2025-02-04,not done,b,yes
s03138,history,near letter.,2025-03-06,not done,d,unknown
s10670,english,discuss close.,2024-12-09,done,f,yes
s09866,history,receive.,2024-09-09,done,b,no
s06698,arabic,dog factor think group.,2024-12-30,not done,b-,no
s03148,english,offer billion news.,2025-01-01,not done,b-,yes
s03732,geography,mention another company.,2024-12-09,not done,f,no
s07437,geography,us apply.,2024-12-20,done,c,no
s10627,arabic,pull how wait.,2024-12-09,done,a+,yes
s07566,geography,reach face city no.,2024-12-09,done,c-,yes
s00061,arabic,study analysis.,2024-11-17,done,a+,no
s09083,arabic,lead and.,2024-09-26,pending,a,unknown
s04749,arabic,it age summer.,2024-12-09,done,d,unknown
s09053,english,get first.,2024-11-08,not done,d,no
s09720,math,writer individual who.,2024-10-18,done,b-,yes
s09355,history,thing election.,2024-12-16,not done,a+,unknown
s04093,history,quite debate good firm.,2025-02-16,not done,b,no
s00049,science,minute deep.,2024-12-29,done,b-,no
s10010,history,shoulder pass.,2024-10-16,done,c,no
s05269,english,draw thousand.,2024-11-08,pending,d,no
s09027,geography,nation law mother.,2025-01-23,done,f,no
s11049,english,wear forward knowledge.,2024-10-23,pending,b,no
s02683,history,type next factor.,2024-12-09,not done,d,unknown
s04173,math,some likely free.,2025-02-03,pending,c-,no
s04756,math,wide list cell.,2024-11-15,done,c,unknown
s02434,english,city meeting information box.,2024-12-09,pending,b-,yes
s00667,geography,career manage to hear.,2024-11-17,done,f,no
s09475,arabic,side executive could.,2024-09-26,not done,b-,no
s11713,geography,morning table foreign cold.,2024-12-09,pending,b-,no
s06312,arabic,support still.,2024-10-31,done,d,unknown
s05758,english,ever go.,2025-02-19,done,c-,no
s04863,english,garden available pretty.,2025-02-15,not done,b,yes
s00121,science,agent today too before.,2024-12-31,not done,c-,unknown
s09537,science,grow professional maybe media.,2025-02-21,done,f,yes
s11915,geography,bag who.,2025-02-02,done,b-,yes
s04646,english,many.,2024-10-19,not done,b,no
s11671,science,onto imagine foreign.,2025-02-02,done,b,no
s02319,arabic,be cup interest.,2024-11-24,done,b-,unknown
s01781,history,detail thought.,2024-12-09,done,b-,no
s03829,english,administration girl.,2024-12-30,pending,b-,no
s00842,english,where environmental still.,2024-12-15,not done,c,unknown
s09300,science,term test.,2025-03-02,done,c,unknown
s03865,math,good.,2024-12-28,done,c-,unknown
s00270,science,never threat hair.,2024-10-24,not done,a,no
s04537,english,shoulder stand.,2025-01-13,pending,a,no
s02846,science,model thing media.,2024-12-26,done,a+,no
s05102,geography,party clear week.,2025-01-10,done,c-,no
s06520,history,another he.,2025-01-06,done,d,unknown
s05917,geography,finally growth.,2024-11-20,done,d,no
s11263,science,story benefit.,2024-11-14,done,c-,yes
s02096,history,central ahead.,2025-01-29,done,c-,yes
s07418,geography,mean fly sign.,2025-02-25,done,b,no
s11317,geography,point great.,2024-10-23,done,a,yes
s05186,math,discover note.,2025-02-06,pending,f,no
s10668,arabic,standard loss.,2024-10-16,not done,d,unknown
s02311,math,address begin often.,2024-11-22,not done,b-,unknown
s02609,english,include report.,2024-09-24,done,b-,unknown
s00674,math,weight.,2025-01-22,done,b-,no
s01124,english,morning trouble front.,2024-10-04,done,b-,yes
s01786,english,home computer be.,2024-12-09,pending,d,yes
s03787,geography,similar produce score.,2025-02-23,done,a,yes
s09741,english,dream computer exist.,2024-09-09,done,b,no
s09225,math,i ten.,2025-01-18,pending,d,yes
s12027,math,return sell fear.,2025-01-14,done,a,unknown
s10908,geography,source which enter.,2025-02-26,not done,d,yes
s01913,math,care bit three.,2024-12-09,done,a,yes
s07417,history,response century long.,2024-09-23,done,c,unknown
s04746,history,drop value how.,2025-01-20,done,a+,yes
s04815,english,season fire.,2025-03-05,not done,f,yes
s01300,math,matter bit.,2024-09-23,pending,c,unknown
s03403,science,stay agree.,2024-09-17,done,c,no
s06151,english,thus.,2024-12-09,done,c-,yes
s05388,science,strong state.,2024-12-29,done,a+,yes
s04890,history,boy wife.,2024-10-08,pending,c,no
s00209,english,short become.,2024-12-09,pending,c-,yes
s02726,english,no fine.,2024-10-28,done,a+,no
s01498,history,television base water.,2024-12-09,done,c,yes
s05015,english,right hospital stuff.,2025-02-09,not done,a,unknown
s08843,english,pm option.,2025-01-29,done,a,unknown
s02777,geography,all word.,2024-12-19,pending,c,no
s04547,arabic,some born.,2024-12-15,not done,b-,yes
s00378,english,play assume sister.,2025-03-09,done,a+,yes
s03314,english,term college.,2024-12-09,done,a,yes
s01134,math,campaign although.,2025-03-05,pending,d,yes
s00871,geography,when use.,2024-09-11,not done,d,yes
s04290,arabic,pattern practice hour represent.,2024-11-27,done,a,yes
s09095,history,believe you game.,2025-01-11,done,d,no
s11565,science,husband technology.,2024-12-04,done,d,yes
s00692,english,remember impact research.,2024-12-11,done,b-,yes
s07512,english,despite health.,2025-02-02,not done,c,yes
s04787,history,here clearly old about.,2024-10-11,done,f,yes
s00305,geography,ok case maybe.,2024-12-09,done,a,yes
s08338,geography,exactly player after.,2024-10-24,not done,b-,yes
s07502,history,visit feeling.,2024-11-18,not done,a+,unknown
s07683,geography,fall than still.,2025-01-26,not done,f,yes
s05768,arabic,attack against.,2024-12-30,pending,c,unknown
s07420,geography,degree these voice.,2025-01-22,done,b-,unknown
s02978,arabic,certain daughter.,2024-12-04,pending,c,no
s07678,history,appear very room.,2024-12-06,not done,b-,unknown
s00564,science,stuff great major.,2024-10-08,pending,b-,no
s12079,math,air physical early.,2024-10-18,done,d,no
s07170,math,pressure discussion though school.,2025-02-25,done,b,yes
s06508,science,son wrong.,2024-10-06,pending,d,yes
s03443,geography,size green.,2024-10-28,not done,a,yes
s05698,history,establish marriage total security.,2025-01-01,done,c,yes
s08583,science,move democrat.,2024-12-09,pending,c-,unknown
s01158,history,sometimes list.,2024-10-04,not done,a,unknown
s06572,arabic,box.,2024-12-09,not done,f,no
s00047,geography,hope billion state.,2024-11-18,not done,a+,unknown
s11976,history,argue fast woman.,2025-02-24,done,c,yes
s05223,science,that fear.,2025-02-27,done,d,no
s11520,english,decision hear partner.,2025-02-07,done,c,no
s00930,math,husband poor organization.,2024-12-24,pending,c,yes
s06915,history,ahead very specific.,2025-01-02,not done,a,yes
s09659,math,small wish lawyer.,2024-12-09,done,c,yes
s05916,english,character.,2024-12-09,done,c,no
s06490,arabic,hand green toward.,2024-12-07,not done,a+,no
s01568,geography,end approach history.,2024-09-19,done,b-,unknown
s03041,science,worker society.,2024-09-13,done,a+,no
s11648,arabic,short continue.,2024-11-21,done,c,yes
s04573,geography,argue.,2025-01-17,not done,a,no
s04608,arabic,by magazine.,2024-12-18,done,f,yes
s04981,arabic,miss place audience.,2024-12-14,done,a+,yes
s00020,history,budget he.,2024-11-01,done,b,yes
s11995,science,hour father idea.,2024-11-13,done,d,no
s04990,arabic,feel bill prove.,2024-10-01,pending,d,unknown
s01288,history,threat him as.,2024-12-09,done,a+,unknown
s10823,history,leader social.,2024-10-05,not done,a,yes
s02197,history,main production.,2024-12-08,done,a+,no
s04451,english,foreign investment particular.,2024-11-09,not done,b,unknown
s01614,arabic,rest top.,2024-12-09,pending,b-,unknown
s03418,science,election land from ten.,2024-12-09,done,f,no
s03680,science,nice.,2024-10-09,pending,a+,unknown
s01870,geography,group probably.,2025-02-03,not done,a+,unknown
s09037,science,in local.,2024-12-12,not done,c,no
s00182,arabic,sea.,2024-12-24,done,c-,unknown
s10740,math,beat especially respond.,2025-01-05,done,b-,yes
s04339,math,mouth trouble.,2024-12-09,done,b,yes
s08231,geography,central certain.,2024-10-20,done,c-,yes
s08933,science,science both.,2025-01-31,not done,b-,unknown
s06238,history,relate short way owner.,2025-01-09,not done,a,no
s06813,science,story.,2025-02-24,not done,b,yes
s05832,math,item.,2024-09-15,done,c,unknown
s06066,english,group candidate his enough.,2024-12-09,not done,f,no
s03141,math,likely stay study choose.,2024-09-17,done,f,unknown
s07812,science,his life.,2024-12-04,done,b,unknown
s05006,arabic,morning store.,2025-01-17,done,b,yes
s09443,history,simple case.,2025-01-23,not done,d,yes
s07755,english,meeting allow.,2024-12-09,pending,c,no
s01243,history,mr natural.,2025-02-25,not done,a,unknown
s11370,geography,employee least adult.,2024-12-09,not done,d,unknown
s10413,history,movie weight.,2025-03-08,done,f,yes
s11861,geography,activity tend now.,2024-12-09,done,a+,unknown
s02747,english,which consumer.,2024-11-02,done,b-,no
s06229,science,state them data.,2024-09-12,not done,c-,unknown
s08404,science,face course.,2025-02-24,done,b,unknown
s05561,geography,news job old.,2025-01-05,done,a+,yes
s06659,history,charge beyond recognize.,2024-11-08,not done,a+,unknown
s04294,math,factor weight have.,2024-09-08,done,a,unknown
s05361,history,husband fine religious.,2024-10-16,done,c,yes
s02807,arabic,throw bit.,2024-12-09,not done,a+,unknown
s06746,arabic,care toward out.,2024-12-09,done,d,no
s02910,math,well concern would.,2024-11-29,done,b,unknown
s11304,math,those everybody.,2024-12-09,not done,c,yes
s11834,english,sign support.,2024-11-13,not done,c,yes
s10666,arabic,admit certain face.,2024-12-09,done,d,no
s00109,history,she mention event.,2024-12-09,done,b-,no
s06380,arabic,war manage.,2025-01-22,done,b,unknown
s07151,math,bill.,2024-11-07,not done,c,unknown
s08255,arabic,letter pick tv.,2025-01-29,pending,d,unknown
s02702,english,my letter old.,2024-12-09,done,a,no
s03162,arabic,imagine which green.,2024-11-13,done,a,no
s09513,history,scene education culture whether.,2025-01-10,pending,c,no
s02064,english,put experience measure.,2024-10-16,done,a,no
s10122,geography,talk wait ok.,2025-02-02,pending,c-,no
s02344,math,man can detail eight.,2025-02-23,done,a,unknown
s01083,geography,on industry.,2024-09-11,done,c,yes
s07103,geography,real on.,2025-01-10,done,b-,unknown
s11641,math,rest cover.,2024-12-09,pending,a,unknown
s10100,english,huge must could.,2024-10-26,done,a+,unknown
s08626,history,huge early.,2024-12-15,not done,b,unknown
s07829,arabic,kitchen sister.,2024-12-10,done,a,yes
s12055,arabic,best information.,2024-12-13,pending,b-,yes
s01979,arabic,and along for.,2025-03-01,done,d,unknown
s05363,math,these public buy.,2024-12-09,not done,c,no
s04818,arabic,produce position moment.,2024-12-06,not done,d,unknown
s04127,science,car quality.,2025-01-27,done,f,no
s01264,english,only focus forget.,2024-12-07,done,a+,no
s10247,english,weight debate have.,2024-09-17,not done,c,unknown
s11258,science,make citizen.,2024-10-14,not done,b-,unknown
s08602,history,fall box drive.,2025-03-03,not done,a,no
s03008,arabic,crime friend.,2025-01-16,done,b-,unknown
s11630,science,health ever traditional.,2024-11-08,done,f,yes
s00851,english,difficult less adult career.,2024-12-31,not done,b-,no
s12142,geography,sport five it.,2024-12-09,done,d,no
s07506,science,glass happen decision.,2025-01-16,not done,a+,unknown
s06251,arabic,run left.,2025-03-09,done,c,no
s09852,science,design agent almost half.,2024-12-19,done,b,unknown
s03550,history,similar bit.,2024-09-18,done,a+,unknown
s10755,history,him tree.,2025-01-05,pending,b,no
s06791,history,challenge follow.,2025-01-11,done,b,yes
s07462,geography,administration.,2024-09-23,not done,a+,unknown
s10836,history,food popular.,2024-12-05,done,c-,yes
s10484,geography,teacher north yet.,2024-11-12,done,a+,no
s01005,arabic,matter writer world.,2025-01-21,done,c,yes
s08683,history,society.,2024-09-09,done,c,unknown
s04013,arabic,popular crime.,2024-10-31,done,b-,no
s05329,english,under performance detail.,2024-10-22,done,b-,no
s11651,arabic,mention why beautiful.,2025-01-31,not done,a+,no
s02587,geography,keep we.,2024-12-28,not done,c,no
s03911,math,want age part how.,2024-12-09,done,c,unknown
s02882,english,visit local guy.,2024-12-27,done,a+,yes
s03450,arabic,gun all network.,2025-01-16,done,a,unknown
s09324,geography,while where learn.,2025-01-08,done,a,unknown
s01674,science,simply trouble quickly.,2024-09-30,done,d,no
s07869,arabic,decide offer generation.,2024-10-21,done,c-,unknown
s01392,history,particularly audience.,2024-09-08,done,f,unknown
s05659,geography,hold rise commercial might.,2024-12-09,pending,d,yes
s11118,science,off fly ready.,2025-02-02,not done,a,no
s12139,science,others front interesting.,2024-12-09,done,b-,unknown
s06147,english,poor with happen.,2024-12-09,done,d,unknown
s07920,history,collection.,2025-03-07,not done,c,unknown
s12019,geography,site cause.,2024-12-09,done,f,no
s07286,arabic,attorney find although blood.,2025-02-20,done,f,unknown
s01111,math,serious base agree.,2025-02-14,done,a+,no
s05066,science,agency.,2025-01-14,not done,f,no
s02620,history,respond hospital attack no.,2025-02-24,not done,c-,unknown
s09709,math,back everybody cell.,2024-12-09,not done,c-,no
s03865,science,tell school.,2024-12-26,not done,a,yes
s06541,arabic,box threat.,2024-12-09,done,c-,no
s03845,english,sing west reflect.,2025-02-17,done,c,no
s09459,arabic,fast campaign make.,2024-10-28,done,d,yes
s02651,history,citizen value message.,2024-12-09,done,a+,yes
s06522,history,they office.,2024-12-07,done,d,yes
s08115,science,hair care.,2025-02-15,done,a,yes
s00311,science,or past.,2024-11-21,not done,a+,yes
s11455,arabic,size consumer.,2025-01-13,done,d,yes
s01672,math,movie church if.,2024-09-25,not done,b,no
s02918,arabic,gas enjoy feeling.,2024-11-06,done,c,unknown
s01801,math,true significant daughter.,2024-11-08,not done,c,no
s06638,science,central number.,2024-10-06,pending,a+,yes
